Purchase of Services-County Liquid Funuels Tax Fund-Streets-Repair and Maintenance Charges,205000
Equipment-County Liquid Funuels Tax Fund-Streets-Vehicles -- Motor and Motorless,101928
Materials and Supplies-Special Gasoline Tax Fund-Streets-Building and Construction,1615721
Materials and Supplies-Special Gasoline Tax Fund-Streets-Chemicals and Gases,3410460
Personal Services-Special Gasoline Tax Fund-Streets-Dual/relief-full time-civilian,189115
Purchase of Services-Special Gasoline Tax Fund-Streets-Electric Current-structures/streets,11690656
Materials and Supplies-Special Gasoline Tax Fund-Streets-Electrical and Communication,481341
Materials and Supplies-Special Gasoline Tax Fund-Streets-Fire Fighting and Safety,2213
Materials and Supplies-Special Gasoline Tax Fund-Streets-General Hardware and Minor Tools,63865
"Personal Services-Special Gasoline Tax Fund-Streets-Holiday ""G""(2/3 Shifts)",4682
Personal Services-Special Gasoline Tax Fund-Streets-Overtime-civilian,830071
Personal Services-Special Gasoline Tax Fund-Streets-Overtime/shift-dual/relief,63165
Payments to Other Funds-Special Gasoline Tax Fund-Streets-Payments To General Fund,20000
Personal Services-Special Gasoline Tax Fund-Streets-Perm Full Time-civilian,2892536
Personal Services-Special Gasoline Tax Fund-Streets-Plus/minus Gross Adj,19817
Purchase of Services-Special Gasoline Tax Fund-Streets-Refuse/garbage/silt/sludge Removal,266888
Purchase of Services-Special Gasoline Tax Fund-Streets-Rents,280100
Purchase of Services-Special Gasoline Tax Fund-Streets-Repair and Maintenance Charges,1013390
Personal Services-Special Gasoline Tax Fund-Streets-Shift,613
Equipment-Special Gasoline Tax Fund-Streets-Vehicles -- Motor and Motorless,214864
Materials and Supplies-Grants Revenue Fund-Streets-Books and Other Publications,395
Purchase of Services-Grants Revenue Fund-Streets-Commercial off-shelf Comp Software,99807
Equipment-Grants Revenue Fund-Streets-Computer Equipment & Peripherals,7454
Materials and Supplies-Grants Revenue Fund-Streets-Dry Goods/notions/wearing Apparel,8544
Personal Services-Grants Revenue Fund-Streets-Dual/relief-full time-civilian,84410
Purchase of Services-Grants Revenue Fund-Streets-Dues,2088
Materials and Supplies-Grants Revenue Fund-Streets-Electrical and Communication,95355
Personal Services-Grants Revenue Fund-Streets-FICA Taxes,339
Materials and Supplies-Grants Revenue Fund-Streets-Fire Fighting and Safety,85
Materials and Supplies-Grants Revenue Fund-Streets-Food,32
Materials and Supplies-Grants Revenue Fund-Streets-General Hardware and Minor Tools,316092
"Materials and Supplies-Grants Revenue Fund-Streets-Janitorial, Laundry and Household",18287
Purchase of Services-Grants Revenue Fund-Streets-Maint/support-computr Hardware/soft,9755
Personal Services-Grants Revenue Fund-Streets-Medicare Tax,79
Materials and Supplies-Grants Revenue Fund-Streets-Office Materials and Supplies,200
Purchase of Services-Grants Revenue Fund-Streets-Other Expenses (Not Otherwise Classified),850
Personal Services-Grants Revenue Fund-Streets-Pension-actual,465
Personal Services-Grants Revenue Fund-Streets-Perm Full Time-civilian,415000
Materials and Supplies-Grants Revenue Fund-Streets-Printing,38249
Purchase of Services-Grants Revenue Fund-Streets-Professional Consult/spec Services,7731553
Purchase of Services-Grants Revenue Fund-Streets-Purchase of Services Control,78005
Purchase of Services-Grants Revenue Fund-Streets-Repair and Maintenance Charges,30970
Purchase of Services-Grants Revenue Fund-Streets-Seminar and Training Sessions,4727
Personal Services-Grants Revenue Fund-Streets-Temporary/seasonal,5929
Purchase of Services-Grants Revenue Fund-Streets-Transportation,1054
Equipment-Grants Revenue Fund-Streets-Vehicles -- Motor and Motorless,74070
Personal Services-Grants Revenue Fund-Streets-Worker's Comp-disability Comp,269
Materials and Supplies-General Operating Fund-Fire-#2 Diesel Fuel,171
Purchase of Services-General Operating Fund-Fire-Advertising/Promotional Activities,100
Materials and Supplies-General Operating Fund-Fire-Agricultural and Botanical,23831
Equipment-General Operating Fund-Fire-Agricultural and Botanical,338
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Auto - Motor Vehicle",357744
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Auto -- Motor Vehicle",5000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Auto-motor Vehicle-non-punitive Dam",677
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Auto-motor Vehicle/non-punitive Dam",19712
"Equipment-General Operating Fund-Fire-Bakeshop, Dining Room and Kitchen",32849
Materials and Supplies-General Operating Fund-Fire-Books and Other Publications,109786
Materials and Supplies-General Operating Fund-Fire-Building and Construction,12866
Materials and Supplies-General Operating Fund-Fire-Chemicals and Gases,200331
Purchase of Services-General Operating Fund-Fire-Commercial off-shelf Comp Software,13008
Equipment-General Operating Fund-Fire-Computer Equipment & Peripherals,25608
"Equipment-General Operating Fund-Fire-Construction, Dredging, Conveying",794
Materials and Supplies-General Operating Fund-Fire-Dry Goods/notions/wearing Apparel,2861479
Purchase of Services-General Operating Fund-Fire-Dues,755
Materials and Supplies-General Operating Fund-Fire-Electrical and Communication,41519
Equipment-General Operating Fund-Fire-Electrical Lighting Communication,37689
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Employee Claims -- Not Workman Comp",6623
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Fire Damage - Non-punitive Damages",1000
Equipment-General Operating Fund-Fire-Fire Fighting and Emergency,2484282
Materials and Supplies-General Operating Fund-Fire-Fire Fighting and Safety,2590059
Personal Services-General Operating Fund-Fire-Fire Out of Class Prem(2hr Dif),9463707
Personal Services-General Operating Fund-Fire-Fire Out of Class-uniform,2152635
Materials and Supplies-General Operating Fund-Fire-Food,4165
Materials and Supplies-General Operating Fund-Fire-Fuel -- Heating and Lighting,108663
Equipment-General Operating Fund-Fire-Furniture and Furnishings,199057
Materials and Supplies-General Operating Fund-Fire-General Equipment and Machinery,1058
Equipment-General Operating Fund-Fire-General Equipment and Machinery,282
Materials and Supplies-General Operating Fund-Fire-General Hardware and Minor Tools,26891
"Personal Services-General Operating Fund-Fire-Holiday ""G""(2/3 Shifts)",57953
Personal Services-General Operating Fund-Fire-Holiday Pay-annual,8022594
Materials and Supplies-General Operating Fund-Fire-Hospital and Laboratory,1673997
Equipment-General Operating Fund-Fire-Janitorial and Laundry,1012
Purchase of Services-General Operating Fund-Fire-Janitorial Services,3700
"Materials and Supplies-General Operating Fund-Fire-Janitorial, Laundry and Household",184622
Materials and Supplies-General Operating Fund-Fire-Liquid Propane Gas (LPG),212
Purchase of Services-General Operating Fund-Fire-Maint/support-computr Hardware/soft,3108
Equipment-General Operating Fund-Fire-Nautical and Aeronautical,2400
Equipment-General Operating Fund-Fire-Office Equipment,17076
Materials and Supplies-General Operating Fund-Fire-Office Materials and Supplies,165458
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Other Non-automotive",12323
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Other Non-automotive/non-punitive",3417
Personal Services-General Operating Fund-Fire-Overtime-civilian,814387
Personal Services-General Operating Fund-Fire-Overtime/shift-fire Out of Class,129345
Personal Services-General Operating Fund-Fire-Overtime/shift-uniform,36879389
Payments to Other Funds-General Operating Fund-Fire-Payments To Water Fund,7874000
Personal Services-General Operating Fund-Fire-Perm Full Time-civilian,4550908
Personal Services-General Operating Fund-Fire-Perm Full Time-uniform,122950021
Materials and Supplies-General Operating Fund-Fire-Plumbing/air Conditioning/space Htg,33
Personal Services-General Operating Fund-Fire-Plus/minus Gross Adj,34386360
Purchase of Services-General Operating Fund-Fire-Postage,234
"Equipment-General Operating Fund-Fire-Precision, Photographic and Artists",1882
"Materials and Supplies-General Operating Fund-Fire-Precision, Photographic and Artists",110459
Materials and Supplies-General Operating Fund-Fire-Printing,39682
Purchase of Services-General Operating Fund-Fire-Professional Consult/spec Services,3803014
Purchase of Services-General Operating Fund-Fire-Purchase Services-imprest Advances,5872
Materials and Supplies-General Operating Fund-Fire-Recreational and Educational,4299
Purchase of Services-General Operating Fund-Fire-Rents,58705
Purchase of Services-General Operating Fund-Fire-Repair and Maintenance Charges,822189
Personal Services-General Operating Fund-Fire-Salary Control,1223412
Purchase of Services-General Operating Fund-Fire-Seminar and Training Sessions,166526
Personal Services-General Operating Fund-Fire-Shift,23409
Personal Services-General Operating Fund-Fire-Sick Pay(b Time)-civilian,494
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fire-Sidewalk Falls",12000
Materials and Supplies-General Operating Fund-Fire-Small Power Tools and Hand Tools,46812
Personal Services-General Operating Fund-Fire-Temporary/seasonal,45309
Purchase of Services-General Operating Fund-Fire-Transportation,35472
Personal Services-General Operating Fund-Fire-Uniform Iod Pay (Heart & Lung),2358820
Personal Services-General Operating Fund-Fire-Vacation Buy Back,310198
Equipment-General Operating Fund-Fire-Vehicles -- Motor and Motorless,408134
Materials and Supplies-Grants Revenue Fund-Fire-#2 Diesel Fuel,5068
Purchase of Services-Grants Revenue Fund-Fire-Accounting and Auditing Services,15000
Materials and Supplies-Grants Revenue Fund-Fire-Agricultural and Botanical,175
Materials and Supplies-Grants Revenue Fund-Fire-Books and Other Publications,83066
Materials and Supplies-Grants Revenue Fund-Fire-Building and Construction,2071
Materials and Supplies-Grants Revenue Fund-Fire-Chemicals and Gases,694
Purchase of Services-Grants Revenue Fund-Fire-Commercial off-shelf Comp Software,1237
Equipment-Grants Revenue Fund-Fire-Computer Equipment & Peripherals,3211
Materials and Supplies-Grants Revenue Fund-Fire-Cordage and Fibers,5
Materials and Supplies-Grants Revenue Fund-Fire-Dry Goods/notions/wearing Apparel,84995
Purchase of Services-Grants Revenue Fund-Fire-Dues,67
Materials and Supplies-Grants Revenue Fund-Fire-Electrical and Communication,16513
Equipment-Grants Revenue Fund-Fire-Electrical Lighting Communication,150754
Personal Services-Grants Revenue Fund-Fire-FICA Taxes,3688
Materials and Supplies-Grants Revenue Fund-Fire-Fire Fighting and Safety,85376
Personal Services-Grants Revenue Fund-Fire-Fire Out of Class Prem(2hr Dif),170223
Materials and Supplies-Grants Revenue Fund-Fire-Food,376
Materials and Supplies-Grants Revenue Fund-Fire-Gasoline,11848
Materials and Supplies-Grants Revenue Fund-Fire-General Equipment and Machinery,635
Materials and Supplies-Grants Revenue Fund-Fire-General Hardware and Minor Tools,1142
Personal Services-Grants Revenue Fund-Fire-Group Legal Insurance,24495
Personal Services-Grants Revenue Fund-Fire-Group Life Insurance,14246
Personal Services-Grants Revenue Fund-Fire-Holiday Pay-annual,109774
Materials and Supplies-Grants Revenue Fund-Fire-Hospital and Laboratory,116214
"Materials and Supplies-Grants Revenue Fund-Fire-Janitorial, Laundry and Household",293
Materials and Supplies-Grants Revenue Fund-Fire-Lubricants,9
Purchase of Services-Grants Revenue Fund-Fire-Maint/support-computr Hardware/soft,100
Personal Services-Grants Revenue Fund-Fire-Medical Health & Welfare Credit,1887054
Personal Services-Grants Revenue Fund-Fire-Medicare Tax,72174
Materials and Supplies-Grants Revenue Fund-Fire-Motor Vehicle Parts and Accessories,4896
Materials and Supplies-Grants Revenue Fund-Fire-Office Materials and Supplies,6754
Personal Services-Grants Revenue Fund-Fire-Overtime-civilian,2248
Personal Services-Grants Revenue Fund-Fire-Overtime/shift-uniform,1618833
Personal Services-Grants Revenue Fund-Fire-Pension-actual,667671
Personal Services-Grants Revenue Fund-Fire-Pension-obligation Bond Payments,21783
Personal Services-Grants Revenue Fund-Fire-Perm Full Time-civilian,116476
Personal Services-Grants Revenue Fund-Fire-Perm Full Time-uniform,4441880
Materials and Supplies-Grants Revenue Fund-Fire-Plumbing/air Conditioning/space Htg,322
Personal Services-Grants Revenue Fund-Fire-Plus/minus Gross Adj,83532
"Equipment-Grants Revenue Fund-Fire-Precision, Photographic and Artists",9255
Materials and Supplies-Grants Revenue Fund-Fire-Printing,58
Purchase of Services-Grants Revenue Fund-Fire-Professional Consult/spec Services,87738
Purchase of Services-Grants Revenue Fund-Fire-Rents,149053
Purchase of Services-Grants Revenue Fund-Fire-Repair and Maintenance Charges,69903
Personal Services-Grants Revenue Fund-Fire-Salary Control,712
Purchase of Services-Grants Revenue Fund-Fire-Seminar and Training Sessions,80831
Materials and Supplies-Grants Revenue Fund-Fire-Small Power Tools and Hand Tools,394
Purchase of Services-Grants Revenue Fund-Fire-Telephone,14984
Purchase of Services-Grants Revenue Fund-Fire-Transportation,70682
Personal Services-Grants Revenue Fund-Fire-Uniform Iod Pay (Heart & Lung),32805
Personal Services-Grants Revenue Fund-Fire-Vacation Buy Back,2792
Equipment-Grants Revenue Fund-Fire-Vehicles -- Motor and Motorless,293406
Personal Services-Grants Revenue Fund-Fire-Worker's Comp-disability Comp,337051
Materials and Supplies-Airport Operating Fund-Fire-Dry Goods/notions/wearing Apparel,62500
Materials and Supplies-Airport Operating Fund-Fire-Fire Fighting and Safety,62404
Personal Services-Airport Operating Fund-Fire-Fire Out of Class Prem(2hr Dif),310805
Personal Services-Airport Operating Fund-Fire-Fire Out of Class-uniform,12568
Personal Services-Airport Operating Fund-Fire-Holiday Pay-annual,252518
Personal Services-Airport Operating Fund-Fire-Overtime/shift-fire Out of Class,17766
Personal Services-Airport Operating Fund-Fire-Overtime/shift-uniform,781981
Personal Services-Airport Operating Fund-Fire-Perm Full Time-uniform,4030879
Personal Services-Airport Operating Fund-Fire-Plus/minus Gross Adj,1185814
Purchase of Services-Airport Operating Fund-Fire-Professional Consult/spec Services,15000
Personal Services-Airport Operating Fund-Fire-Salary Control,127650
Personal Services-Airport Operating Fund-Fire-Uniform Iod Pay (Heart & Lung),162
Personal Services-Airport Operating Fund-Fire-Vacation Buy Back,3020
Materials and Supplies-General Operating Fund-Health-#2 Diesel Fuel,500
Purchase of Services-General Operating Fund-Health-Accounting and Auditing Services,20000
Equipment-General Operating Fund-Health-Agricultural and Botanical,3742
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Health-Auto - Motor Vehicle",110000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Health-Auto-motor Vehicle/non-punitive Dam",5061
"Materials and Supplies-General Operating Fund-Health-Bakeshop, Dining Room and Kitchen",426
"Equipment-General Operating Fund-Health-Bakeshop, Dining Room and Kitchen",1699
Materials and Supplies-General Operating Fund-Health-Books and Other Publications,8785
Materials and Supplies-General Operating Fund-Health-Building and Construction,164803
Materials and Supplies-General Operating Fund-Health-Chemicals and Gases,502658
Purchase of Services-General Operating Fund-Health-Cleaning and Laundering,826
Purchase of Services-General Operating Fund-Health-Commercial off-shelf Comp Software,20604
Equipment-General Operating Fund-Health-Computer Equipment & Peripherals,150453
"Equipment-General Operating Fund-Health-Construction, Dredging, Conveying",23399
Materials and Supplies-General Operating Fund-Health-Dry Goods/notions/wearing Apparel,26712
Personal Services-General Operating Fund-Health-Dual/relief-full time-civilian,228794
Purchase of Services-General Operating Fund-Health-Dues,56652
Materials and Supplies-General Operating Fund-Health-Electrical and Communication,192216
Equipment-General Operating Fund-Health-Electrical Lighting Communication,113267
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Health-Employee Claims -- Not Workman Comp",10097
Equipment-General Operating Fund-Health-Equipment Control,6198
Materials and Supplies-General Operating Fund-Health-Fire Fighting and Safety,4084
Materials and Supplies-General Operating Fund-Health-Food,600
Materials and Supplies-General Operating Fund-Health-Fuel -- Heating and Lighting,74000
Equipment-General Operating Fund-Health-Furniture and Furnishings,102895
Materials and Supplies-General Operating Fund-Health-Gasoline,27
Materials and Supplies-General Operating Fund-Health-General Equipment and Machinery,2068
Equipment-General Operating Fund-Health-General Equipment and Machinery,3182
Materials and Supplies-General Operating Fund-Health-General Hardware and Minor Tools,60523
Purchase of Services-General Operating Fund-Health-Ground and Building Rental,30359
"Personal Services-General Operating Fund-Health-Holiday ""G""(2/3 Shifts)",37047
Materials and Supplies-General Operating Fund-Health-Hospital and Laboratory,2611159
Equipment-General Operating Fund-Health-Hospital and Laboratory,384113
Purchase of Services-General Operating Fund-Health-Information Technology-prof Service,625234
Equipment-General Operating Fund-Health-Janitorial and Laundry,9101
Purchase of Services-General Operating Fund-Health-Janitorial Services,17531
"Materials and Supplies-General Operating Fund-Health-Janitorial, Laundry and Household",187141
Purchase of Services-General Operating Fund-Health-Licenses Permits Inspection Charges,29186
Materials and Supplies-General Operating Fund-Health-Liquid Propane Gas (LPG),290
Purchase of Services-General Operating Fund-Health-Maint/support-computr Hardware/soft,17590
Materials and Supplies-General Operating Fund-Health-Materials & Supplies Control,84445
Purchase of Services-General Operating Fund-Health-Meals-non-travel & officl Entertain,22842
Equipment-General Operating Fund-Health-Office Equipment,59860
Materials and Supplies-General Operating Fund-Health-Office Materials and Supplies,441584
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Health-Other Non-automotive",12500
Personal Services-General Operating Fund-Health-Overtime-civilian,2718467
Personal Services-General Operating Fund-Health-Overtime/shift-dual/relief,5218
Payments to Other Funds-General Operating Fund-Health-Payments To Capital Projects Fund,500000
Personal Services-General Operating Fund-Health-Perm Full Time-civilian,33281366
Personal Services-General Operating Fund-Health-Perm Part Time,5718134
Materials and Supplies-General Operating Fund-Health-Plumbing/air Conditioning/space Htg,39720
Equipment-General Operating Fund-Health-Plumbing/air Conditioning/space Htg,18352
Personal Services-General Operating Fund-Health-Plus/minus Gross Adj,907546
Purchase of Services-General Operating Fund-Health-Postage,11173
"Materials and Supplies-General Operating Fund-Health-Precision, Photographic and Artists",58692
Materials and Supplies-General Operating Fund-Health-Printing,59190
Purchase of Services-General Operating Fund-Health-Professional Consult/spec Services,58493346
Purchase of Services-General Operating Fund-Health-Purchase Services-imprest Advances,4810
Materials and Supplies-General Operating Fund-Health-Recreational and Educational,6309
Purchase of Services-General Operating Fund-Health-Refuse/garbage/silt/sludge Removal,161853
Purchase of Services-General Operating Fund-Health-Rents,41538
Purchase of Services-General Operating Fund-Health-Repair and Maintenance Charges,818757
Personal Services-General Operating Fund-Health-Salary Control,356390
Purchase of Services-General Operating Fund-Health-Seminar and Training Sessions,14146
Personal Services-General Operating Fund-Health-Shift,32549
Personal Services-General Operating Fund-Health-Sick Pay(b Time)-civilian,8998
Materials and Supplies-General Operating Fund-Health-Small Power Tools and Hand Tools,7781
Purchase of Services-General Operating Fund-Health-Telephone,59923
Personal Services-General Operating Fund-Health-Temporary/seasonal,143776
Purchase of Services-General Operating Fund-Health-Transportation,56976
Equipment-General Operating Fund-Health-Vehicles -- Motor and Motorless,3294
Purchase of Services-Grants Revenue Fund-Health-Accounting and Auditing Services,14460
"Materials and Supplies-Grants Revenue Fund-Health-Bakeshop, Dining Room and Kitchen",111
Materials and Supplies-Grants Revenue Fund-Health-Books and Other Publications,8573
Materials and Supplies-Grants Revenue Fund-Health-Building and Construction,551
Materials and Supplies-Grants Revenue Fund-Health-Chemicals and Gases,14501
Purchase of Services-Grants Revenue Fund-Health-Commercial off-shelf Comp Software,38916
Equipment-Grants Revenue Fund-Health-Computer Equipment & Peripherals,186915
Materials and Supplies-Grants Revenue Fund-Health-Cordage and Fibers,6
Purchase of Services-Grants Revenue Fund-Health-Court Reporters,300
Materials and Supplies-Grants Revenue Fund-Health-Dry Goods/notions/wearing Apparel,9838
Purchase of Services-Grants Revenue Fund-Health-Dues,673
Materials and Supplies-Grants Revenue Fund-Health-Electrical and Communication,4976
Equipment-Grants Revenue Fund-Health-Electrical Lighting Communication,1011
Equipment-Grants Revenue Fund-Health-Equipment Control,46767
Personal Services-Grants Revenue Fund-Health-FICA Taxes,335605
Materials and Supplies-Grants Revenue Fund-Health-Fire Fighting and Safety,325
Materials and Supplies-Grants Revenue Fund-Health-Food,1088
Equipment-Grants Revenue Fund-Health-Furniture and Furnishings,36697
Materials and Supplies-Grants Revenue Fund-Health-General Equipment and Machinery,548
Materials and Supplies-Grants Revenue Fund-Health-General Hardware and Minor Tools,509
Personal Services-Grants Revenue Fund-Health-Group Legal Insurance,13078
Personal Services-Grants Revenue Fund-Health-Group Life Insurance,7008
"Personal Services-Grants Revenue Fund-Health-Holiday ""G""(2/3 Shifts)",6048
Materials and Supplies-Grants Revenue Fund-Health-Hospital and Laboratory,612953
Equipment-Grants Revenue Fund-Health-Hospital and Laboratory,905537
Purchase of Services-Grants Revenue Fund-Health-Information Technology-prof Service,1395837
Equipment-Grants Revenue Fund-Health-Janitorial and Laundry,995
"Materials and Supplies-Grants Revenue Fund-Health-Janitorial, Laundry and Household",115575
Purchase of Services-Grants Revenue Fund-Health-Licenses Permits Inspection Charges,1146
Materials and Supplies-Grants Revenue Fund-Health-Lubricants,196
Purchase of Services-Grants Revenue Fund-Health-Maint/support-computr Hardware/soft,12903
Materials and Supplies-Grants Revenue Fund-Health-Materials & Supplies Control,2500
Purchase of Services-Grants Revenue Fund-Health-Meals-non-travel & officl Entertain,689
Personal Services-Grants Revenue Fund-Health-Medical Health & Welfare Credit,1156957
Personal Services-Grants Revenue Fund-Health-Medicare Tax,92652
Materials and Supplies-Grants Revenue Fund-Health-Motor Vehicle Parts and Accessories,9
Equipment-Grants Revenue Fund-Health-Office Equipment,13908
Materials and Supplies-Grants Revenue Fund-Health-Office Materials and Supplies,52780
Materials and Supplies-Grants Revenue Fund-Health-Other Materials and Supplies (Noc),1369
Personal Services-Grants Revenue Fund-Health-Overtime-civilian,239533
Payments to Other Funds-Grants Revenue Fund-Health-Payments To General Fund,128948
Personal Services-Grants Revenue Fund-Health-Pension-actual,960331
Personal Services-Grants Revenue Fund-Health-Pension-obligation Bond Payments,142827
Personal Services-Grants Revenue Fund-Health-Perm Full Time-civilian,9157443
Personal Services-Grants Revenue Fund-Health-Perm Part Time,119814
Materials and Supplies-Grants Revenue Fund-Health-Plumbing/air Conditioning/space Htg,723
Equipment-Grants Revenue Fund-Health-Plumbing/air Conditioning/space Htg,188
Personal Services-Grants Revenue Fund-Health-Plus/minus Gross Adj,41500
Purchase of Services-Grants Revenue Fund-Health-Postage,23181
"Equipment-Grants Revenue Fund-Health-Precision, Photographic and Artists",37618
"Materials and Supplies-Grants Revenue Fund-Health-Precision, Photographic and Artists",31777
Materials and Supplies-Grants Revenue Fund-Health-Printing,42729
Purchase of Services-Grants Revenue Fund-Health-Professional Consult/spec Services,52721284
Purchase of Services-Grants Revenue Fund-Health-Purchase Services-imprest Advances,3651
Materials and Supplies-Grants Revenue Fund-Health-Recreational and Educational,261
Equipment-Grants Revenue Fund-Health-Recreational and Educational,443
Purchase of Services-Grants Revenue Fund-Health-Refuse/garbage/silt/sludge Removal,12002
Purchase of Services-Grants Revenue Fund-Health-Rents,7197
Purchase of Services-Grants Revenue Fund-Health-Repair and Maintenance Charges,112585
Personal Services-Grants Revenue Fund-Health-Salary Control,128236
Purchase of Services-Grants Revenue Fund-Health-Seminar and Training Sessions,5882
Personal Services-Grants Revenue Fund-Health-Shift,2479
Personal Services-Grants Revenue Fund-Health-Sick Pay(b Time)-civilian,10424
Materials and Supplies-Grants Revenue Fund-Health-Small Power Tools and Hand Tools,183
Purchase of Services-Grants Revenue Fund-Health-Telephone,1938
Personal Services-Grants Revenue Fund-Health-Temporary/seasonal,91977
Purchase of Services-Grants Revenue Fund-Health-Transportation,55810
Equipment-Grants Revenue Fund-Health-Vehicles -- Motor and Motorless,97068
Personal Services-Grants Revenue Fund-Health-Worker's Comp-disability Comp,114559
Purchase of Services-Acute Care Hospital Assessment Fund-Health-Commercial off-shelf Comp Software,34491
Equipment-Acute Care Hospital Assessment Fund-Health-Computer Equipment & Peripherals,1116
Materials and Supplies-Acute Care Hospital Assessment Fund-Health-Dry Goods/notions/wearing Apparel,300
Materials and Supplies-Acute Care Hospital Assessment Fund-Health-Electrical and Communication,274
Purchase of Services-Acute Care Hospital Assessment Fund-Health-Information Technology-prof Service,16083
Purchase of Services-Acute Care Hospital Assessment Fund-Health-Maint/support-computr Hardware/soft,3546
Purchase of Services-Acute Care Hospital Assessment Fund-Health-Meals-non-travel & officl Entertain,12493
Materials and Supplies-Acute Care Hospital Assessment Fund-Health-Office Materials and Supplies,2918
Personal Services-Acute Care Hospital Assessment Fund-Health-Overtime-civilian,20936
Payments to Other Funds-Acute Care Hospital Assessment Fund-Health-Payments To Capital Projects Fund,1500000
Personal Services-Acute Care Hospital Assessment Fund-Health-Perm Full Time-civilian,555061
Personal Services-Acute Care Hospital Assessment Fund-Health-Perm Part Time,2585975
Personal Services-Acute Care Hospital Assessment Fund-Health-Plus/minus Gross Adj,57586
Materials and Supplies-Acute Care Hospital Assessment Fund-Health-Printing,140
Purchase of Services-Acute Care Hospital Assessment Fund-Health-Professional Consult/spec Services,152237223
Personal Services-Acute Care Hospital Assessment Fund-Health-Shift,254
Purchase of Services-Acute Care Hospital Assessment Fund-Health-Telephone,100538
Purchase of Services-General Operating Fund-Office of Behavioral Health & Intellectual Disability Services-Information Technology-prof Service,18000
Purchase of Services-General Operating Fund-Office of Behavioral Health & Intellectual Disability Services-Mental Health & Retardation Service,11829835
Personal Services-General Operating Fund-Office of Behavioral Health & Intellectual Disability Services-Overtime-civilian,596
Personal Services-General Operating Fund-Office of Behavioral Health & Intellectual Disability Services-Perm Full Time-civilian,962348
Personal Services-General Operating Fund-Office of Behavioral Health & Intellectual Disability Services-Plus/minus Gross Adj,10335
Purchase of Services-General Operating Fund-Office of Behavioral Health & Intellectual Disability Services-Professional Consult/spec Services,845647
Personal Services-General Operating Fund-Office of Behavioral Health & Intellectual Disability Services-Salary Control,1143
Personal Services-General Operating Fund-Office of Behavioral Health & Intellectual Disability Services-Shift,3
Purchase of Services-Healthchoices Behavioral Health Fund-Office of Behavioral Health & Intellectual Disability Services-Accounting and Auditing Services,125000
Purchase of Services-Healthchoices Behavioral Health Fund-Office of Behavioral Health & Intellectual Disability Services-Information Technology-prof Service,194942
Purchase of Services-Healthchoices Behavioral Health Fund-Office of Behavioral Health & Intellectual Disability Services-Mental Health & Retardation Service,885466423
Payments to Other Funds-Healthchoices Behavioral Health Fund-Office of Behavioral Health & Intellectual Disability Services-Payments To General Fund,300000
Payments to Other Funds-Healthchoices Behavioral Health Fund-Office of Behavioral Health & Intellectual Disability Services-Payments To Other Funds,1386576
Purchase of Services-Healthchoices Behavioral Health Fund-Office of Behavioral Health & Intellectual Disability Services-Professional Consult/spec Services,10151832
Purchase of Services-Healthchoices Behavioral Health Fund-Office of Behavioral Health & Intellectual Disability Services-Telephone,35532
Materials and Supplies-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Books and Other Publications,7942
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Commercial off-shelf Comp Software,15303
Equipment-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Computer Equipment & Peripherals,80603
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Dual/relief-full time-civilian,197088
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Dues,22719
Materials and Supplies-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Electrical and Communication,516
Equipment-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Electrical Lighting Communication,3825
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Employee Relocation Expenses,5000
Personal Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-FICA Taxes,533584
Equipment-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Fire Fighting and Emergency,5744
Equipment-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Furniture and Furnishings,22940
Materials and Supplies-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Gasoline,1063
Materials and Supplies-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-General Hardware and Minor Tools,1123
Purchase of Services-Grants Revenue Fund-Office of Behavioral Health & Intellectual Disability Services-Ground and Building Rental,1430635
