FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2013,Materials and Supplies,Airport Operating Fund,Fleet Management,Gasoline,377881.34
2013,Materials and Supplies,Grants Revenue Fund,Free Library,Gasoline,380
2013,Materials and Supplies,General Operating Fund,Health,Gasoline,117.41
2013,Materials and Supplies,Grants Revenue Fund,Health,Gasoline,85
2013,Materials and Supplies,Community Development Fund,Office of Housing,Gasoline,3997.03
2013,Materials and Supplies,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Gasoline,1539.04
2013,Materials and Supplies,General Operating Fund,Police,Gasoline,81819.44
2013,Materials and Supplies,Grants Revenue Fund,Police,Gasoline,21316.95
2013,Materials and Supplies,General Operating Fund,Sheriff,Gasoline,30000
2013,Materials and Supplies,General Operating Fund,Streets,Gasoline,19.81
2013,Materials and Supplies,Water Operating Fund,Water,Gasoline,350000
2013,Equipment,Grants Revenue Fund,City Commissioners,General Equipment and Machinery,2878.2
2013,Materials and Supplies,Airport Operating Fund,Commerce,General Equipment and Machinery,85493.9
2013,Equipment,Airport Operating Fund,Commerce,General Equipment and Machinery,25611.17
2013,Materials and Supplies,General Operating Fund,Fire,General Equipment and Machinery,4105
2013,Materials and Supplies,Grants Revenue Fund,Fire,General Equipment and Machinery,11096.73
2013,Materials and Supplies,General Operating Fund,Fleet Management,General Equipment and Machinery,323.83
2013,Equipment,General Operating Fund,Fleet Management,General Equipment and Machinery,181751.66
2013,Materials and Supplies,Water Operating Fund,Fleet Management,General Equipment and Machinery,3006.75
2013,Equipment,Water Operating Fund,Fleet Management,General Equipment and Machinery,42438.6
2013,Materials and Supplies,Airport Operating Fund,Fleet Management,General Equipment and Machinery,1672.56
2013,Equipment,Airport Operating Fund,Fleet Management,General Equipment and Machinery,88564.26
2013,Equipment,General Operating Fund,Free Library,General Equipment and Machinery,4275
2013,Materials and Supplies,Grants Revenue Fund,Free Library,General Equipment and Machinery,2639.49
2013,Equipment,Grants Revenue Fund,Free Library,General Equipment and Machinery,27225.74
2013,Materials and Supplies,General Operating Fund,Health,General Equipment and Machinery,9158.69
2013,Equipment,General Operating Fund,Health,General Equipment and Machinery,2198
2013,Materials and Supplies,Grants Revenue Fund,Health,General Equipment and Machinery,574.65
2013,Materials and Supplies,Grants Revenue Fund,Human Services,General Equipment and Machinery,112.52
2013,Materials and Supplies,General Operating Fund,Licenses & Inspections,General Equipment and Machinery,321.35
2013,Materials and Supplies,General Operating Fund,Managing Director,General Equipment and Machinery,20823.56
2013,Materials and Supplies,General Operating Fund,MDO-Office of Technology,General Equipment and Machinery,234.9
2013,Materials and Supplies,General Operating Fund,Office of Supportive Housing,General Equipment and Machinery,511.15
2013,Equipment,General Operating Fund,Office of Supportive Housing,General Equipment and Machinery,97.36
2013,Materials and Supplies,General Operating Fund,Police,General Equipment and Machinery,35167.53
2013,Equipment,General Operating Fund,Police,General Equipment and Machinery,4685.55
2013,Materials and Supplies,General Operating Fund,Prisons,General Equipment and Machinery,58279.26
2013,Equipment,General Operating Fund,Prisons,General Equipment and Machinery,17995
2013,Equipment,Grants Revenue Fund,Prisons,General Equipment and Machinery,3195
2013,Materials and Supplies,General Operating Fund,Public Property,General Equipment and Machinery,19858.55
2013,Equipment,General Operating Fund,Public Property,General Equipment and Machinery,1750.26
2013,Equipment,General Operating Fund,Recreation,General Equipment and Machinery,145067.8
2013,Materials and Supplies,General Operating Fund,Streets,General Equipment and Machinery,27820.76
2013,Equipment,General Operating Fund,Streets,General Equipment and Machinery,4738
2013,Materials and Supplies,County Liquid Fuels Tax Fund,Streets,General Equipment and Machinery,20000
2013,Equipment,Special Gasoline Tax Fund,Streets,General Equipment and Machinery,16583
2013,Materials and Supplies,Water Operating Fund,Water,General Equipment and Machinery,3266225.19
2013,Equipment,Water Operating Fund,Water,General Equipment and Machinery,333358.62
2013,Materials and Supplies,General Operating Fund,Board of Ethics,General Hardware and Minor Tools,29
2013,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,General Hardware and Minor Tools,75
2013,Materials and Supplies,General Operating Fund,City Commissioners,General Hardware and Minor Tools,6674.52
2013,Materials and Supplies,Airport Operating Fund,Commerce,General Hardware and Minor Tools,356165.63
2013,Materials and Supplies,General Operating Fund,Commission On Human Relations,General Hardware and Minor Tools,109.24
2013,Materials and Supplies,General Operating Fund,District Attorney,General Hardware and Minor Tools,59.53
2013,Materials and Supplies,General Operating Fund,Fire,General Hardware and Minor Tools,37385.35
2013,Materials and Supplies,Grants Revenue Fund,Fire,General Hardware and Minor Tools,2061.2
2013,Materials and Supplies,General Operating Fund,Fleet Management,General Hardware and Minor Tools,42272.83
2013,Materials and Supplies,Water Operating Fund,Fleet Management,General Hardware and Minor Tools,5620.12
2013,Materials and Supplies,Airport Operating Fund,Fleet Management,General Hardware and Minor Tools,2547.23
2013,Materials and Supplies,General Operating Fund,Free Library,General Hardware and Minor Tools,9984.66
2013,Materials and Supplies,Grants Revenue Fund,Free Library,General Hardware and Minor Tools,66022.64
2013,Materials and Supplies,General Operating Fund,Health,General Hardware and Minor Tools,62156.1
2013,Materials and Supplies,Grants Revenue Fund,Health,General Hardware and Minor Tools,3427.7
2013,Materials and Supplies,General Operating Fund,Human Services,General Hardware and Minor Tools,1625.08
2013,Materials and Supplies,Grants Revenue Fund,Human Services,General Hardware and Minor Tools,5262.45
2013,Materials and Supplies,General Operating Fund,Licenses & Inspections,General Hardware and Minor Tools,5352.21
2013,Materials and Supplies,General Operating Fund,Managing Director,General Hardware and Minor Tools,1723.99
2013,Materials and Supplies,Grants Revenue Fund,Managing Director,General Hardware and Minor Tools,71122.24
2013,Materials and Supplies,General Operating Fund,MDO-Office of Technology,General Hardware and Minor Tools,276
2013,Materials and Supplies,Grants Revenue Fund,Office of Beh Health & Int Disab Services,General Hardware and Minor Tools,470.8
2013,Materials and Supplies,General Operating Fund,Office of Property Assessments,General Hardware and Minor Tools,931.32
2013,Materials and Supplies,General Operating Fund,Office of Supportive Housing,General Hardware and Minor Tools,6163.03
2013,Materials and Supplies,General Operating Fund,Police,General Hardware and Minor Tools,2462.41
2013,Materials and Supplies,Grants Revenue Fund,Police,General Hardware and Minor Tools,3362.79
2013,Materials and Supplies,General Operating Fund,Prisons,General Hardware and Minor Tools,110099.71
2013,Materials and Supplies,General Operating Fund,Public Property,General Hardware and Minor Tools,92474.6
2013,Materials and Supplies,General Operating Fund,Recreation,General Hardware and Minor Tools,104913.92
2013,Materials and Supplies,Grants Revenue Fund,Recreation,General Hardware and Minor Tools,7100
2013,Materials and Supplies,General Operating Fund,Revenue,General Hardware and Minor Tools,40.41
2013,Materials and Supplies,Water Operating Fund,Revenue,General Hardware and Minor Tools,50
2013,Materials and Supplies,General Operating Fund,Streets,General Hardware and Minor Tools,490432.96
2013,Materials and Supplies,Special Gasoline Tax Fund,Streets,General Hardware and Minor Tools,62069
2013,Materials and Supplies,Grants Revenue Fund,Streets,General Hardware and Minor Tools,325677.12
2013,Materials and Supplies,Water Operating Fund,Water,General Hardware and Minor Tools,467302.36
2013,Purchase of Services,General Operating Fund,City Commissioners,Ground and Building Rental,1200
2013,Purchase of Services,Airport Operating Fund,Commerce,Ground and Building Rental,733202.5
2013,Purchase of Services,Grants Revenue Fund,District Attorney,Ground and Building Rental,161220
2013,Purchase of Services,Grants Revenue Fund,Free Library,Ground and Building Rental,735757.09
2013,Purchase of Services,Grants Revenue Fund,Health,Ground and Building Rental,17290.89
2013,Purchase of Services,General Operating Fund,Human Services,Ground and Building Rental,440523.69
2013,Purchase of Services,Grants Revenue Fund,Human Services,Ground and Building Rental,1642639.32
2013,Purchase of Services,General Operating Fund,Managing Director,Ground and Building Rental,22161
2013,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Ground and Building Rental,300
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office-Community Services,Ground and Building Rental,368797
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Ground and Building Rental,3054.31
2013,Purchase of Services,Grants Revenue Fund,Office of Housing,Ground and Building Rental,50596.96
2013,Purchase of Services,Community Development Fund,Office of Housing,Ground and Building Rental,303442.04
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Ground and Building Rental,1486823.44
2013,Purchase of Services,General Operating Fund,Office of Property Assessments,Ground and Building Rental,1334.96
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Ground and Building Rental,2680783.43
2013,Purchase of Services,Grants Revenue Fund,Office of Supportive Housing,Ground and Building Rental,56866.81
2013,Purchase of Services,General Operating Fund,Police,Ground and Building Rental,43019
2013,Purchase of Services,General Operating Fund,Public Property,Ground and Building Rental,18157660.68
2013,Purchase of Services,Water Operating Fund,Public Property,Ground and Building Rental,3739360
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Group Legal Insurance,16692
2013,Personal Services,Undistributed Pension Funds,Board of Pensions,Group Legal Insurance,6216
2013,Personal Services,Grants Revenue Fund,City Planning Commission,Group Legal Insurance,162
2013,Personal Services,General Operating Fund,Director of Finance,Group Legal Insurance,3845184.97
2013,Personal Services,Water Operating Fund,Director of Finance,Group Legal Insurance,271230.34
2013,Personal Services,Airport Operating Fund,Director of Finance,Group Legal Insurance,168901.14
2013,Personal Services,Community Development Fund,Director of Finance,Group Legal Insurance,5672.7
2013,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Group Legal Insurance,540
2013,Personal Services,Grants Revenue Fund,District Attorney,Group Legal Insurance,2840
2013,Personal Services,Grants Revenue Fund,Fire,Group Legal Insurance,579
2013,Personal Services,Grants Revenue Fund,Free Library,Group Legal Insurance,556
2013,Personal Services,Grants Revenue Fund,Health,Group Legal Insurance,18578.52
2013,Personal Services,Grants Revenue Fund,Human Services,Group Legal Insurance,149234
2013,Personal Services,Grants Revenue Fund,Licenses & Inspections,Group Legal Insurance,54
2013,Personal Services,Grants Revenue Fund,Office of Housing,Group Legal Insurance,87.3
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Group Legal Insurance,21852
2013,Personal Services,Grants Revenue Fund,Police,Group Legal Insurance,7155
2013,Personal Services,Grants Revenue Fund,Recreation,Group Legal Insurance,1260
2013,Personal Services,Grants Revenue Fund,Streets,Group Legal Insurance,320.03
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Group Life Insurance,94186.38
2013,Personal Services,Undistributed Pension Funds,Board of Pensions,Group Life Insurance,12848.3
2013,Personal Services,Grants Revenue Fund,City Planning Commission,Group Life Insurance,41.04
2013,Personal Services,General Operating Fund,Director of Finance,Group Life Insurance,6794024.61
2013,Personal Services,Water Operating Fund,Director of Finance,Group Life Insurance,126440.61
2013,Personal Services,Airport Operating Fund,Director of Finance,Group Life Insurance,73265
2013,Personal Services,Community Development Fund,Director of Finance,Group Life Insurance,31013.02
2013,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Group Life Insurance,438.08
2013,Personal Services,Grants Revenue Fund,District Attorney,Group Life Insurance,10659.38
2013,Personal Services,Grants Revenue Fund,Fire,Group Life Insurance,218.56
2013,Personal Services,Grants Revenue Fund,Free Library,Group Life Insurance,822.89
2013,Personal Services,Grants Revenue Fund,Health,Group Life Insurance,13132.63
2013,Personal Services,Grants Revenue Fund,Human Services,Group Life Insurance,105283.36
2013,Personal Services,Grants Revenue Fund,Licenses & Inspections,Group Life Insurance,13.68
2013,Personal Services,Grants Revenue Fund,Managing Director,Group Life Insurance,6.87
2013,Personal Services,Grants Revenue Fund,Mayor's Office-Community Services,Group Life Insurance,5315.11
2013,Personal Services,Grants Revenue Fund,MDO-Office of Technology,Group Life Insurance,342.83
2013,Personal Services,Grants Revenue Fund,Office of Housing,Group Life Insurance,1959.76
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Group Life Insurance,32897.1
2013,Personal Services,Grants Revenue Fund,Police,Group Life Insurance,3025.32
2013,Personal Services,Grants Revenue Fund,Recreation,Group Life Insurance,273.06
2013,Personal Services,Grants Revenue Fund,Streets,Group Life Insurance,164.22
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,MDO-Office of Technology,Highway Falls,22867.48
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Streets,Highway Falls,2730674.53
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Highway Falls,1325751
2013,Personal Services,Airport Operating Fund,Commerce,"Holiday ""G""(2/3 Shift) Dual/relief",48412.55
2013,Personal Services,General Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shift) Dual/relief",4584.37
2013,Personal Services,Water Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shift) Dual/relief",588.1
2013,Personal Services,Airport Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shift) Dual/relief",32.58
2013,Personal Services,General Operating Fund,Police,"Holiday ""G""(2/3 Shift) Dual/relief",862.32
2013,Personal Services,General Operating Fund,Prisons,"Holiday ""G""(2/3 Shift) Dual/relief",2502933.29
2013,Personal Services,General Operating Fund,Recreation,"Holiday ""G""(2/3 Shift) Dual/relief",470.56
2013,Personal Services,General Operating Fund,Streets,"Holiday ""G""(2/3 Shift) Dual/relief",5617.68
2013,Personal Services,Special Gasoline Tax Fund,Streets,"Holiday ""G""(2/3 Shift) Dual/relief",2006.63
2013,Personal Services,Water Operating Fund,Water,"Holiday ""G""(2/3 Shift) Dual/relief",422.6
2013,Personal Services,General Operating Fund,1st Judicial District,"Holiday ""G""(2/3 Shifts)",1369.96
2013,Personal Services,Grants Revenue Fund,1st Judicial District,"Holiday ""G""(2/3 Shifts)",49.77
2013,Personal Services,General Operating Fund,Atwater Kent Museum,"Holiday ""G""(2/3 Shifts)",374
2013,Personal Services,General Operating Fund,City Commissioners,"Holiday ""G""(2/3 Shifts)",35382.42
2013,Personal Services,Grants Revenue Fund,City Commissioners,"Holiday ""G""(2/3 Shifts)",197.88
2013,Personal Services,General Operating Fund,City Controller,"Holiday ""G""(2/3 Shifts)",4360.41
2013,Personal Services,Airport Operating Fund,Commerce,"Holiday ""G""(2/3 Shifts)",643097.42
2013,Personal Services,General Operating Fund,Director of Finance,"Holiday ""G""(2/3 Shifts)",887.02
2013,Personal Services,General Operating Fund,Fire,"Holiday ""G""(2/3 Shifts)",56879.02
2013,Personal Services,General Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shifts)",125244.95
2013,Personal Services,Water Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shifts)",2399.79
2013,Personal Services,Airport Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shifts)",7983.5
2013,Personal Services,General Operating Fund,Free Library,"Holiday ""G""(2/3 Shifts)",8443.24
2013,Personal Services,Grants Revenue Fund,Free Library,"Holiday ""G""(2/3 Shifts)",747.66
2013,Personal Services,General Operating Fund,Health,"Holiday ""G""(2/3 Shifts)",44286.96
2013,Personal Services,Grants Revenue Fund,Health,"Holiday ""G""(2/3 Shifts)",6313.39
2013,Personal Services,General Operating Fund,Human Services,"Holiday ""G""(2/3 Shifts)",76794.95
2013,Personal Services,Grants Revenue Fund,Human Services,"Holiday ""G""(2/3 Shifts)",313284.02
2013,Personal Services,General Operating Fund,Licenses & Inspections,"Holiday ""G""(2/3 Shifts)",4543.21
2013,Personal Services,Community Development Fund,Licenses & Inspections,"Holiday ""G""(2/3 Shifts)",1717.79
2013,Personal Services,General Operating Fund,Managing Director,"Holiday ""G""(2/3 Shifts)",4290.36
2013,Personal Services,General Operating Fund,Mayors Office-Mural Arts Program,"Holiday ""G""(2/3 Shifts)",412.45
2013,Personal Services,General Operating Fund,MDO-Office of Technology,"Holiday ""G""(2/3 Shifts)",40850.98
2013,Personal Services,Water Operating Fund,MDO-Office of Technology,"Holiday ""G""(2/3 Shifts)",1321.82
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,"Holiday ""G""(2/3 Shifts)",3411.65
2013,Personal Services,General Operating Fund,Office of Supportive Housing,"Holiday ""G""(2/3 Shifts)",38653.5
2013,Personal Services,General Operating Fund,Police,"Holiday ""G""(2/3 Shifts)",839063.1
2013,Personal Services,Grants Revenue Fund,Police,"Holiday ""G""(2/3 Shifts)",1158.8
2013,Personal Services,Airport Operating Fund,Police,"Holiday ""G""(2/3 Shifts)",14807.47
2013,Personal Services,General Operating Fund,Prisons,"Holiday ""G""(2/3 Shifts)",81372.88
2013,Personal Services,General Operating Fund,Public Property,"Holiday ""G""(2/3 Shifts)",25701.61
2013,Personal Services,General Operating Fund,Recreation,"Holiday ""G""(2/3 Shifts)",99799.06
2013,Personal Services,Grants Revenue Fund,Recreation,"Holiday ""G""(2/3 Shifts)",266.11
2013,Personal Services,General Operating Fund,Revenue,"Holiday ""G""(2/3 Shifts)",2874.93
2013,Personal Services,Water Operating Fund,Revenue,"Holiday ""G""(2/3 Shifts)",2387.81
2013,Personal Services,General Operating Fund,Sheriff,"Holiday ""G""(2/3 Shifts)",50449.39
2013,Personal Services,General Operating Fund,Streets,"Holiday ""G""(2/3 Shifts)",152868.06
2013,Personal Services,County Liquid Fuels Tax Fund,Streets,"Holiday ""G""(2/3 Shifts)",7464.9
2013,Personal Services,Special Gasoline Tax Fund,Streets,"Holiday ""G""(2/3 Shifts)",22990.9
2013,Personal Services,Grants Revenue Fund,Streets,"Holiday ""G""(2/3 Shifts)",1753.9
2013,Personal Services,Water Operating Fund,Water,"Holiday ""G""(2/3 Shifts)",413785.86
2013,Personal Services,General Operating Fund,District Attorney,Holiday Pay-annual,43276.9
2013,Personal Services,Grants Revenue Fund,District Attorney,Holiday Pay-annual,20451.88
2013,Personal Services,General Operating Fund,Fire,Holiday Pay-annual,7392912.45
2013,Personal Services,Grants Revenue Fund,Fire,Holiday Pay-annual,10153.56
2013,Personal Services,Airport Operating Fund,Fire,Holiday Pay-annual,211515.54
2013,Personal Services,General Operating Fund,Police,Holiday Pay-annual,18467989.88
2013,Personal Services,Grants Revenue Fund,Police,Holiday Pay-annual,16570.14
2013,Personal Services,Airport Operating Fund,Police,Holiday Pay-annual,385531.75
2013,Materials and Supplies,General Operating Fund,City Commissioners,Hospital and Laboratory,185.61
2013,Materials and Supplies,Airport Operating Fund,Commerce,Hospital and Laboratory,3759
2013,Materials and Supplies,General Operating Fund,District Attorney,Hospital and Laboratory,5714.78
2013,Materials and Supplies,General Operating Fund,Fire,Hospital and Laboratory,1558853.52
2013,Materials and Supplies,Grants Revenue Fund,Fire,Hospital and Laboratory,40531
2013,Materials and Supplies,Airport Operating Fund,Fire,Hospital and Laboratory,57300
2013,Materials and Supplies,General Operating Fund,Fleet Management,Hospital and Laboratory,9124
2013,Materials and Supplies,Water Operating Fund,Fleet Management,Hospital and Laboratory,462
2013,Materials and Supplies,Airport Operating Fund,Fleet Management,Hospital and Laboratory,1052
2013,Materials and Supplies,General Operating Fund,Free Library,Hospital and Laboratory,2819.94
2013,Materials and Supplies,Grants Revenue Fund,Free Library,Hospital and Laboratory,176
2013,Materials and Supplies,General Operating Fund,Health,Hospital and Laboratory,3049595.93
2013,Equipment,General Operating Fund,Health,Hospital and Laboratory,78725.04
2013,Materials and Supplies,Grants Revenue Fund,Health,Hospital and Laboratory,556283.82
2013,Equipment,Grants Revenue Fund,Health,Hospital and Laboratory,392648.73
2013,Materials and Supplies,General Operating Fund,Human Services,Hospital and Laboratory,1500
2013,Materials and Supplies,Grants Revenue Fund,Human Services,Hospital and Laboratory,1532.02
2013,Materials and Supplies,General Operating Fund,Law,Hospital and Laboratory,235.6
2013,Materials and Supplies,General Operating Fund,Managing Director,Hospital and Laboratory,730
2013,Materials and Supplies,Grants Revenue Fund,Managing Director,Hospital and Laboratory,10785
2013,Equipment,Grants Revenue Fund,Managing Director,Hospital and Laboratory,97153.65
2013,Materials and Supplies,Grants Revenue Fund,MDO-Office of Technology,Hospital and Laboratory,1380.96
2013,Materials and Supplies,General Operating Fund,Office of Supportive Housing,Hospital and Laboratory,8762.19
2013,Materials and Supplies,General Operating Fund,Personnel,Hospital and Laboratory,14755.45
2013,Materials and Supplies,General Operating Fund,Police,Hospital and Laboratory,712999.58
2013,Equipment,General Operating Fund,Police,Hospital and Laboratory,25813.02
2013,Equipment,Grants Revenue Fund,Police,Hospital and Laboratory,158613.55
2013,Materials and Supplies,General Operating Fund,Prisons,Hospital and Laboratory,39580.5
2013,Materials and Supplies,General Operating Fund,Procurement,Hospital and Laboratory,230.16
2013,Materials and Supplies,General Operating Fund,Public Property,Hospital and Laboratory,3987
2013,Materials and Supplies,General Operating Fund,Recreation,Hospital and Laboratory,8489.7
2013,Materials and Supplies,General Operating Fund,Sheriff,Hospital and Laboratory,1663.32
2013,Materials and Supplies,General Operating Fund,Streets,Hospital and Laboratory,12455.56
2013,Materials and Supplies,Grants Revenue Fund,Streets,Hospital and Laboratory,131.8
2013,Materials and Supplies,Water Operating Fund,Water,Hospital and Laboratory,593789.47
2013,Equipment,Water Operating Fund,Water,Hospital and Laboratory,360710.91
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Information Technology-prof Service,236634.11
2013,Purchase of Services,General Operating Fund,City Commissioners,Information Technology-prof Service,10800
2013,Purchase of Services,Grants Revenue Fund,City Commissioners,Information Technology-prof Service,75000
2013,Purchase of Services,General Operating Fund,City Controller,Information Technology-prof Service,8000
2013,Purchase of Services,Grants Revenue Fund,City Controller,Information Technology-prof Service,22000
2013,Purchase of Services,General Operating Fund,City Treasurer,Information Technology-prof Service,8875
2013,Purchase of Services,Airport Operating Fund,Commerce,Information Technology-prof Service,752139.95
2013,Purchase of Services,General Operating Fund,Director of Finance,Information Technology-prof Service,1359500
2013,Purchase of Services,General Operating Fund,Fleet Management,Information Technology-prof Service,625
2013,Purchase of Services,Grants Revenue Fund,Free Library,Information Technology-prof Service,325
2013,Purchase of Services,General Operating Fund,Health,Information Technology-prof Service,851124.25
2013,Purchase of Services,Grants Revenue Fund,Health,Information Technology-prof Service,779731.15
2013,Purchase of Services,Acute Care Hospital Assessment Fund,Health,Information Technology-prof Service,824.65
2013,Purchase of Services,General Operating Fund,Human Services,Information Technology-prof Service,791912.91
2013,Purchase of Services,Grants Revenue Fund,Human Services,Information Technology-prof Service,4136265.49
2013,Purchase of Services,General Operating Fund,Law,Information Technology-prof Service,64834.39
2013,Purchase of Services,Grants Revenue Fund,Law,Information Technology-prof Service,314700
2013,Purchase of Services,General Operating Fund,Managing Director,Information Technology-prof Service,49441.5
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Information Technology-prof Service,6918655.93
2013,Purchase of Services,Water Operating Fund,MDO-Office of Technology,Information Technology-prof Service,5178392.59
2013,Purchase of Services,Grants Revenue Fund,MDO-Office of Technology,Information Technology-prof Service,1416107
2013,Purchase of Services,Airport Operating Fund,MDO-Office of Technology,Information Technology-prof Service,3571304.28
2013,Purchase of Services,Community Development Fund,Office of Housing,Information Technology-prof Service,2191.95
2013,Purchase of Services,Healthchoices Behavioral Health Fund,Office of Beh Health & Int Disab Services,Information Technology-prof Service,154000
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Information Technology-prof Service,860000
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Information Technology-prof Service,90467.44
2013,Purchase of Services,Grants Revenue Fund,Office of Supportive Housing,Information Technology-prof Service,332673.46
2013,Purchase of Services,General Operating Fund,Personnel,Information Technology-prof Service,115433.5
2013,Purchase of Services,General Operating Fund,Police,Information Technology-prof Service,34250
2013,Purchase of Services,Grants Revenue Fund,Police,Information Technology-prof Service,1616211.79
2013,Purchase of Services,General Operating Fund,Prisons,Information Technology-prof Service,80000
2013,Purchase of Services,General Operating Fund,Procurement,Information Technology-prof Service,13900
2013,Purchase of Services,General Operating Fund,Records,Information Technology-prof Service,58120
2013,Purchase of Services,General Operating Fund,Recreation,Information Technology-prof Service,16
2013,Purchase of Services,General Operating Fund,Register of Wills,Information Technology-prof Service,3583.02
2013,Purchase of Services,General Operating Fund,Revenue,Information Technology-prof Service,7500
2013,Purchase of Services,General Operating Fund,Streets,Information Technology-prof Service,199017.25
2013,Purchase of Services,Water Operating Fund,Water,Information Technology-prof Service,68875
2013,Purchase of Services,General Operating Fund,Director of Finance,Insurance and official Bonds,1029057.55
2013,Purchase of Services,Airport Operating Fund,Director of Finance,Insurance and official Bonds,2574185.6
2013,Purchase of Services,General Operating Fund,Fleet Management,Insurance and official Bonds,5280
2013,Purchase of Services,Water Operating Fund,Fleet Management,Insurance and official Bonds,4509.77
2013,Purchase of Services,Airport Operating Fund,Fleet Management,Insurance and official Bonds,660
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office-Community Services,Insurance and official Bonds,641.07
2013,Purchase of Services,Water Operating Fund,Water,Insurance and official Bonds,65343.1
2013,Debt Service,General Operating Fund,Sinking Fund Commission,Interest On City Debt - Short-term,978547.95
2013,Debt Service,General Operating Fund,Sinking Fund Commission,Interest On City Debt -- Long-term,67092333.42
2013,Debt Service,Water Operating Fund,Sinking Fund Commission,Interest On City Debt -- Long-term,76180038.11
2013,Debt Service,Airport Operating Fund,Sinking Fund Commission,Interest On City Debt -- Long-term,55551015.53
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Health,Interest On Employee Back Pay Award,343.92
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Interest On Employee Back Pay Award,8581.52
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Prisons,Interest On Employee Back Pay Award,17972.25
2013,Equipment,General Operating Fund,City Commissioners,Janitorial and Laundry,495
2013,Equipment,Airport Operating Fund,Commerce,Janitorial and Laundry,30620.02
2013,Equipment,General Operating Fund,Fire,Janitorial and Laundry,4650
2013,Equipment,General Operating Fund,Fleet Management,Janitorial and Laundry,3860
2013,Equipment,General Operating Fund,Free Library,Janitorial and Laundry,2763.6
2013,Equipment,Grants Revenue Fund,Free Library,Janitorial and Laundry,3207.19
2013,Equipment,General Operating Fund,Health,Janitorial and Laundry,4315.67
2013,Equipment,General Operating Fund,Human Services,Janitorial and Laundry,21988.62
2013,Equipment,Grants Revenue Fund,Human Services,Janitorial and Laundry,21988.63
2013,Equipment,General Operating Fund,Police,Janitorial and Laundry,3724.3
2013,Equipment,General Operating Fund,Prisons,Janitorial and Laundry,26546.44
2013,Equipment,General Operating Fund,Public Property,Janitorial and Laundry,10314
2013,Equipment,General Operating Fund,Streets,Janitorial and Laundry,432
2013,Equipment,Water Operating Fund,Water,Janitorial and Laundry,9635.56
2013,Purchase of Services,General Operating Fund,City Commissioners,Janitorial Services,10962.31
2013,Purchase of Services,General Operating Fund,City Council,Janitorial Services,2311.36
2013,Purchase of Services,Airport Operating Fund,Commerce,Janitorial Services,50538.28
2013,Purchase of Services,General Operating Fund,Commission On Human Relations,Janitorial Services,1162.5
2013,Purchase of Services,General Operating Fund,Fire,Janitorial Services,1815
2013,Purchase of Services,Grants Revenue Fund,Fire,Janitorial Services,6349.89
2013,Purchase of Services,General Operating Fund,Fleet Management,Janitorial Services,254017.52
2013,Purchase of Services,Water Operating Fund,Fleet Management,Janitorial Services,41318.03
2013,Purchase of Services,Airport Operating Fund,Fleet Management,Janitorial Services,3668.01
2013,Purchase of Services,Grants Revenue Fund,Free Library,Janitorial Services,20192.5
2013,Purchase of Services,General Operating Fund,Health,Janitorial Services,12739.19
2013,Purchase of Services,Grants Revenue Fund,Health,Janitorial Services,4836.7
2013,Purchase of Services,General Operating Fund,Human Services,Janitorial Services,329.57
2013,Purchase of Services,Grants Revenue Fund,Human Services,Janitorial Services,1205.47
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Janitorial Services,39096.04
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Janitorial Services,105.8
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Janitorial Services,198.04
